"DOY" "Depth" "PON" "Year"
59 5 0.255 1989
59 42 0.18 1989
59 71.8 0.242 1989
59 100.2 0.227 1989
59 126.4 0.12 1989
59 148.4 0.113 1989
59 177.6 0.061 1989
59 247.7 0.032 1989
138 1.3 0.272 1989
138 20.8 0.3 1989
138 40.9 0.293 1989
138 73.5 0.223 1989
138 98.2 0.272 1989
138 125.2 0.209 1989
138 149.8 0.098 1989
138 174.6 0.077 1989
138 252.3 0.056 1989
211 7.6 0.293 1989
211 27.8 0.301 1989
211 47.4 0.326 1989
211 76.2 0.218 1989
211 105 0.236 1989
211 129.8 0.205 1989
211 154.2 0.073 1989
211 180.7 0.084 1989
211 255.7 0.06 1989
237 6.1 0.317 1989
237 26.3 0.348 1989
237 46.9 0.31 1989
237 77.2 0.284 1989
237 103.2 0.264 1989
237 130.1 0.219 1989
237 156.9 0.122 1989
237 183.6 0.097 1989
267 78 0.398 1989
267 104.1 0.237 1989
267 155.7 0.174 1989
267 181 0.091 1989
267 257.8 0.091 1989
293 25.1 0.363 1989
293 45.3 0.314 1989
293 75.7 0.251 1989
293 101.3 0.314 1989
293 128.2 0.209 1989
293 155.6 0.105 1989
293 183.2 0.119 1989
293 260.8 0.077 1989
6 4.9 0.181 1990
6 25.5 0.204 1990
6 25.4 0.175 1990
6 25.6 0.203 1990
6 46.1 0.216 1990
6 75.6 0.192 1990
6 102.1 0.109 1990
6 102 0.096 1990
6 126.7 0.084 1990
6 154 0.069 1990
6 179.5 0.061 1990
6 258.2 0.065 1990
46 6.4 0.258 1990
46 25.6 0.251 1990
46 45.9 0.272 1990
46 76.1 0.279 1990
46 125.9 0.153 1990
46 153.3 0.084 1990
46 178.8 0.049 1990
46 257.4 0.035 1990
80 4.7 0.286 1990
80 24.6 0.279 1990
80 44.2 0.286 1990
80 73.7 0.3 1990
80 104.3 0.272 1990
80 128.9 0.153 1990
80 152.2 0.132 1990
80 176 0.119 1990
80 257.3 0.105 1990
103 6.4 0.3 1990
103 6.3 0.307 1990
102 6.3 0.314 1990
102 31.1 0.307 1990
102 31 0.314 1990
102 45.6 0.293 1990
102 75.7 0.23 1990
102 101.5 0.216 1990
102 143.2 0.174 1990
102 152.8 0.153 1990
102 177.2 0.132 1990
129 8.2 0.321 1990
129 28 0.37 1990
129 48.8 0.335 1990
129 79.6 0.321 1990
129 105.3 0.3 1990
129 130.7 0.167 1990
129 155.6 0.119 1990
129 181.6 0.098 1990
129 253.1 0.063 1990
164 11.5 0.3 1990
164 27.3 0.314 1990
164 47.4 0.342 1990
164 78.1 0.307 1990
164 104 0.237 1990
164 129.4 0.258 1990
164 154.7 0.153 1990
164 180.2 0.112 1990
164 256.9 0.098 1990
207 6 0.384 1990
207 27 0.37 1990
207 46.3 0.349 1990
207 102.3 0.293 1990
207 130.5 0.153 1990
207 154.7 0.139 1990
207 185.6 0.098 1990
207 256.8 0.091 1990
352 6.6 0.237 1990
352 28.5 0.244 1990
352 45.7 0.237 1990
352 76.5 0.237 1990
352 102 0.206 1990
352 128.3 0.139 1990
352 154.1 0.098 1990
352 177.3 0.042 1990
352 254.2 0.056 1990
35 6.9 0.209 1991
35 26.6 0.188 1991
35 26.6 0.181 1991
35 46.5 0.195 1991
35 76.2 0.188 1991
35 105.7 0.167 1991
35 105.7 0.174 1991
35 129.7 0.132 1991
35 157.4 0.077 1991
35 179.3 0.07 1991
35 264 0.056 1991
66 14.9 0.279 1991
66 30.8 0.265 1991
66 48 0.23 1991
66 77.9 0.244 1991
66 106.7 0.23 1991
66 127.4 0.23 1991
66 155.2 0.132 1991
66 175.6 0.07 1991
66 262.9 0.035 1991
100 7.6 0.279 1991
100 28.8 0.286 1991
100 47.9 0.3 1991
100 77.3 0.265 1991
100 101.6 0.293 1991
100 111.4 0.286 1991
100 118.7 0.251 1991
100 129.2 0.237 1991
100 156 0.119 1991
100 182.4 0.112 1991
100 258.6 0.105 1991
101 13 0.3 1991
101 13.1 0.272 1991
101 13.1 0.279 1991
101 12.9 0.265 1991
128 79 0.411 1991
128 105.2 0.335 1991
128 129.9 0.314 1991
128 156.7 0.139 1991
128 182.4 0.119 1991
128 182.4 0.119 1991
128 260.1 0.105 1991
155 26.2 0.265 1991
155 48.5 0.272 1991
155 78.5 0.453 1991
155 103.3 0.209 1991
155 119.1 0.272 1991
155 128.7 0.098 1991
155 140.9 0.105 1991
155 155.2 0.105 1991
155 182.3 0.091 1991
156 130.6 0.418 1991
156 258.6 0.07 1991
191 27.1 0.425 1991
191 49.1 0.481 1991
191 78.1 0.453 1991
191 106.1 0.3 1991
191 128.9 0.453 1991
191 155.4 0.216 1991
191 181.5 0.174 1991
191 258.6 0.084 1991
222 8.3 0.265 1991
222 24 0.37 1991
222 44.6 0.286 1991
222 62.7 0.404 1991
222 80.1 0.314 1991
222 102.6 0.153 1991
222 144.4 0.139 1991
222 156 0.042 1991
222 179.6 0.091 1991
260 27 0.397 1991
294 6.7 0.265 1991
294 26.2 0.335 1991
294 46.2 0.244 1991
294 76.9 0.307 1991
294 101.5 0.293 1991
294 122 0.23 1991
294 127.1 0.23 1991
294 150.8 0.119 1991
294 175.9 0.119 1991
294 251.9 0.098 1991
340 6.8 0.286 1991
340 151.1 0.146 1991
340 176.2 0.07 1991
45 27.2 0.307 1992
45 47.4 0.22 1992
45 78.1 0.181 1992
45 83.5 0.188 1992
45 124.3 0.028 1992
45 134.2 0.042 1992
45 154.6 0.112 1992
45 184.8 0.105 1992
161 8.6 0.202 1992
161 28.5 0.234 1992
161 47.5 0.223 1992
161 77.4 0.223 1992
161 103.7 0.185 1992
161 129 0.216 1992
161 154.4 0.091 1992
161 257.2 0.042 1992
186 25.5 0.293 1992
186 25.6 0.279 1992
186 73.2 0.39 1992
186 101.1 0.307 1992
186 124.5 0.216 1992
186 129.4 0.286 1992
186 134.3 0.195 1992
186 140.2 0.139 1992
186 150.3 0.132 1992
186 177.2 0.091 1992
186 248.8 0.077 1992
187 50.9 0.397 1992
187 50.8 0.537 1992
187 50.7 0.376 1992
187 135.8 0.195 1992
187 135.8 0.153 1992
187 135.8 0.167 1992
219 29.6 0.377 1992
219 49.1 0.411 1992
219 79.3 0.349 1992
219 104.4 0.363 1992
219 128.6 0.192 1992
219 155.4 0.125 1992
219 179.6 0.098 1992
219 253.9 0.07 1992
20 4.3 0.279 1993
20 25 0.314 1993
20 45.1 0.307 1993
20 72.6 0.321 1993
20 99.8 0.268 1993
20 120.6 0.244 1993
20 145.5 0.146 1993
20 177.2 0.098 1993
20 239.7 0.091 1993
47 6.8 0.356 1993
47 24.6 0.366 1993
47 44.8 0.397 1993
47 60.3 0.39 1993
47 65 0.418 1993
47 71 0.383 1993
47 75 0.356 1993
47 80.3 0.216 1993
47 95.2 0.188 1993
47 100.5 0.178 1993
47 105.4 0.181 1993
47 125.2 0.139 1993
47 150.6 0.084 1993
47 169.9 0.077 1993
47 254.5 0.063 1993
104 5.5 0.39 1993
104 28.6 0.383 1993
104 28 0.37 1993
104 44.8 0.342 1993
104 74.6 0.335 1993
104 89.7 0.342 1993
104 99.8 0.397 1993
104 99.8 0.39 1993
104 109 0.411 1993
104 126 0.314 1993
104 140.5 0.3 1993
104 148.2 0.188 1993
104 174.1 0.146 1993
104 243.2 0.16 1993
140 7.2 0.3 1993
140 27.5 0.307 1993
140 48.2 0.237 1993
140 48.2 0.286 1993
140 78.7 0.3 1993
140 78.8 0.293 1993
140 103.8 0.307 1993
140 121.3 0.265 1993
140 174.8 0.119 1993
140 212.6 0.112 1993
140 250.1 0.091 1993
256 7 0.3 1993
256 25.5 0.314 1993
256 25.2 0.314 1993
256 47 0.314 1993
256 76.8 0.342 1993
256 98.7 0.3 1993
256 98.8 0.335 1993
256 122.5 0.244 1993
256 149.4 0.167 1993
256 177.4 0.077 1993
256 251.6 0.056 1993
302 7.3 0.662 1993
302 27.4 0.383 1993
302 50.1 0.523 1993
302 55.9 0.383 1993
302 74 0.432 1993
302 90.6 0.439 1993
302 100.4 0.363 1993
302 104.8 0.641 1993
302 109.5 0.432 1993
302 113.9 0.453 1993
302 125.2 0.593 1993
302 150.8 0.167 1993
302 174.5 0.167 1993
302 255.1 0.063 1993
20 6.9 0.23 1994
20 12.6 0.237 1994
20 27.6 0.223 1994
20 46.4 0.244 1994
20 62.8 0.216 1994
20 72.9 0.223 1994
20 84.9 0.084 1994
20 99.3 0.237 1994
20 116.2 0.16 1994
20 175.9 0.091 1994
20 246.6 0.063 1994
21 6.8 0.258 1994
21 25.5 0.3 1994
21 53.4 0.237 1994
21 76.9 0.251 1994
21 101.1 0.153 1994
21 101.8 0.091 1994
21 101.9 0.167 1994
21 127.1 0.125 1994
21 150.6 0.258 1994
21 173.7 0.084 1994
48 5.5 0.307 1994
48 25.2 0.314 1994
48 44.8 0.293 1994
48 69.8 0.272 1994
48 74.8 0.293 1994
48 100.1 0.254 1994
48 126.3 0.227 1994
48 149.8 0.202 1994
48 176.1 0.105 1994
48 250.5 0.084 1994
68 5.6 0.272 1994
68 25.4 0.279 1994
68 45.6 0.272 1994
68 75.3 0.314 1994
68 100.6 0.279 1994
68 126.2 0.258 1994
68 140.8 0.244 1994
68 147.1 0.209 1994
68 175.7 0.146 1994
68 252 0.084 1994
170 25.5 0.265 1994
170 46.3 0.268 1994
170 49.2 0.3 1994
170 75 0.307 1994
170 113.9 0.279 1994
170 132.9 0.3 1994
170 150.5 0.146 1994
170 175.8 0.112 1994
170 249.5 0.091 1994
206 4.8 0.335 1994
206 25.3 0.303 1994
206 46 0.39 1994
206 75.2 0.335 1994
206 90.3 0.342 1994
206 100.5 0.321 1994
206 110.7 0.314 1994
206 125.6 0.286 1994
206 150.7 0.098 1994
206 174.5 0.132 1994
206 250.3 0.098 1994
242 4.7 0.711 1994
242 25.2 0.345 1994
242 44.5 0.349 1994
242 75.2 0.425 1994
242 94.2 0.376 1994
242 100.4 0.321 1994
242 104.7 0.328 1994
242 109.7 0.321 1994
242 114.8 0.265 1994
242 125 0.237 1994
242 149.8 0.174 1994
242 174.8 0.132 1994
242 249.6 0.091 1994
243 5.5 0.321 1994
243 24.7 0.363 1994
243 45.4 0.286 1994
243 76.1 0.328 1994
243 101.5 0.3 1994
243 125.6 0.265 1994
243 151.1 0.174 1994
243 178.5 0.146 1994
266 5.5 0.314 1994
266 24.7 0.324 1994
266 45.6 0.335 1994
266 75.1 0.328 1994
266 99.5 0.286 1994
266 109.9 0.3 1994
266 114.5 0.307 1994
266 119.6 0.314 1994
266 125 0.286 1994
266 129.6 0.237 1994
266 150.5 0.146 1994
266 175.5 0.119 1994
266 250.2 0.077 1994
288 5 0.272 1994
288 25.6 0.289 1994
288 45.2 0.272 1994
288 75.3 0.3 1994
288 100.1 0.303 1994
288 105.2 0.286 1994
288 109.3 0.265 1994
288 115.9 0.251 1994
288 120.2 0.258 1994
288 125.1 0.23 1994
288 149.8 0.112 1994
288 174.9 0.098 1994
288 252.4 0.077 1994
323 5.6 0.223 1994
323 25.4 0.195 1994
323 45.3 0.293 1994
323 76.2 0.293 1994
323 93.8 0.237 1994
323 110.8 0.22 1994
323 127.6 0.16 1994
323 152.9 0.105 1994
323 183 0.084 1994
323 255 0.063 1994
63 4.8 0.216 1995
63 25.2 0.206 1995
63 46 0.23 1995
63 74.9 0.202 1995
63 102.9 0.209 1995
63 127.3 0.132 1995
63 147.1 0.105 1995
63 173.8 0.077 1995
63 25 0.272 1995
63 45.4 0.23 1995
63 249.6 0.035 1995
96 5.3 0.698 1995
96 24.7 0.6 1995
96 45.1 0.432 1995
96 75.3 0.391 1995
96 99.4 0.411 1995
96 109.5 0.349 1995
96 124.9 0.335 1995
96 140.1 0.258 1995
96 149.9 0.223 1995
96 159.9 0.153 1995
96 175.4 0.139 1995
96 250.6 0.105 1995
127 4.7 0.328 1995
127 25 0.289 1995
127 44.9 0.307 1995
127 100.9 0.289 1995
127 125.6 0.181 1995
127 159.3 0.125 1995
127 174.1 0.146 1995
127 249.7 0.077 1995
127 74.8 0.237 1995
210 99.9 0.509 1995
210 125.1 0.328 1995
210 149.6 0.167 1995
210 174.9 0.16 1995
210 249.8 0.091 1995
240 4.7 0.3 1995
240 9.8 0.3 1995
240 24.5 0.324 1995
240 44.1 0.342 1995
240 59.3 0.383 1995
240 74.4 0.349 1995
240 91.3 0.272 1995
240 108.4 0.279 1995
240 129.2 0.209 1995
240 139.7 0.153 1995
240 149.8 0.105 1995
240 175.4 0.091 1995
240 250.3 0.07 1995
270 4.2 0.251 1995
270 24.8 0.282 1995
270 45.2 0.307 1995
270 74 0.335 1995
270 100 0.328 1995
270 124.6 0.223 1995
270 149.4 0.112 1995
270 174.5 0.105 1995
270 250.4 0.077 1995
299 5.1 0.356 1995
299 25 0.31 1995
299 44.7 0.356 1995
299 75.3 0.321 1995
299 89.3 0.286 1995
299 99.5 0.279 1995
299 104.1 0.272 1995
299 114.6 0.209 1995
299 124.5 0.153 1995
299 149.3 0.126 1995
299 174.5 0.091 1995
299 199.5 0.077 1995
299 249.7 0.063 1995
320 4.3 0.314 1995
320 25.1 0.328 1995
320 44.8 0.237 1995
320 74.5 0.279 1995
320 93.8 0.251 1995
320 99.3 0.258 1995
320 110.3 0.195 1995
320 124.6 0.153 1995
320 149.9 0.105 1995
320 175.7 0.098 1995
320 250.7 0.07 1995
320 25.2 0.328 1995
320 44.7 0.342 1995
320 99.2 0.303 1995
321 4.6 0.321 1995
321 24.6 0.488 1995
321 44.9 0.293 1995
321 74.2 0.279 1995
321 104.7 0.251 1995
16 4.5 0.391 1996
16 24 0.359 1996
16 43.6 0.397 1996
16 74.8 0.349 1996
16 84.2 0.363 1996
16 89.1 0.37 1996
16 94.1 0.356 1996
16 99.2 0.248 1996
16 104.4 0.251 1996
16 125.5 0.202 1996
16 150 0.139 1996
16 174.1 0.119 1996
16 249.8 0.105 1996
86 5.2 0.258 1996
86 24.7 0.307 1996
86 44.3 0.37 1996
86 74.7 0.321 1996
86 100.1 0.307 1996
86 125.1 0.171 1996
86 148.6 0.153 1996
86 174.8 0.021 1996
86 249.7 0.021 1996
88 8.9 0.457 1996
88 59.6 0.349 1996
88 74.3 0.662 1996
88 249.5 0.084 1996
114 4.6 0.439 1996
114 25 0.408 1996
114 44.9 0.363 1996
114 74.6 0.335 1996
114 99.6 0.293 1996
114 124.2 0.293 1996
114 134.3 0.188 1996
114 150.5 0.146 1996
114 174.9 0.091 1996
114 251.1 0.077 1996
143 4.4 0.314 1996
143 24.8 0.317 1996
143 45 0.314 1996
143 74.3 0.272 1996
143 99.2 0.237 1996
143 104.7 0.272 1996
143 129.8 0.251 1996
143 149.4 0.167 1996
143 175.5 0.153 1996
144 248.8 0.056 1996
177 4.7 0.335 1996
177 25.4 0.363 1996
177 44.9 0.377 1996
177 74.5 0.439 1996
177 99.3 0.446 1996
177 124.7 0.324 1996
177 140.2 0.265 1996
177 149.3 0.209 1996
177 160.5 0.167 1996
177 176.2 0.139 1996
208 4.3 0.342 1996
208 24.1 0.335 1996
208 45.5 0.405 1996
208 74.3 0.39 1996
208 99.6 0.282 1996
208 124.5 0.258 1996
208 149.5 0.174 1996
208 175.2 0.139 1996
208 250.4 0.105 1996
233 5 0.3 1996
233 24.6 0.324 1996
233 44.7 0.342 1996
233 74.5 0.265 1996
233 89.9 0.244 1996
233 99.7 0.279 1996
233 109.6 0.223 1996
233 119.4 0.185 1996
233 130.1 0.16 1996
233 149.2 0.112 1996
233 175 0.091 1996
233 250.1 0.063 1996
275 3.9 0.328 1996
275 23.7 0.331 1996
275 43.4 0.335 1996
275 74.5 0.307 1996
275 99.6 0.265 1996
275 109.1 0.199 1996
275 124 0.174 1996
275 149.4 0.112 1996
275 175 0.091 1996
275 249 0.077 1996
304 4.1 0.3 1996
304 24.7 0.282 1996
304 44.6 0.307 1996
304 73.6 0.342 1996
304 98.4 0.338 1996
304 124.5 0.237 1996
304 150.1 0.153 1996
304 175.1 0.126 1996
304 251.5 0.084 1996
345 4.1 0.167 1996
345 23.9 0.192 1996
345 44.3 0.167 1996
345 74.7 0.195 1996
345 100 0.178 1996
345 124.1 0.091 1996
7 5 0.241 1997
7 24.8 0.251 1997
7 44.6 0.23 1997
7 74.4 0.279 1997
7 101.2 0.195 1997
7 125.1 0.132 1997
7 149.7 0.098 1997
7 174 0.084 1997
7 249.8 0.063 1997
48 5.2 0.265 1997
48 25.3 0.268 1997
48 44.1 0.314 1997
48 74.5 0.23 1997
48 99.8 0.279 1997
48 115.3 0.286 1997
48 119.6 0.258 1997
48 124.1 0.23 1997
48 150.1 0.16 1997
48 174.6 0.153 1997
48 250.6 0.084 1997
70 4.5 0.237 1997
70 24.4 0.3 1997
70 44.7 0.31 1997
70 74.7 0.272 1997
70 99.5 0.244 1997
70 119.6 0.153 1997
70 149.5 0.112 1997
70 174.8 0.084 1997
70 249.7 0.056 1997
98 25.4 0.303 1997
98 75.3 0.335 1997
98 99.6 0.356 1997
98 125.3 0.237 1997
98 150.7 0.126 1997
98 176.2 0.112 1997
98 252.9 0.084 1997
126 4.2 0.209 1997
126 24.2 0.307 1997
126 44.9 0.279 1997
126 74.5 0.223 1997
126 99.3 0.282 1997
126 124.9 0.216 1997
126 150.2 0.112 1997
126 174.7 0.098 1997
126 250.5 0.07 1997
154 4.7 0.279 1997
154 25 0.328 1997
154 45 0.293 1997
154 75 0.321 1997
154 100 0.317 1997
154 139.4 0.209 1997
154 148.8 0.091 1997
154 175.8 0.112 1997
154 249.3 0.07 1997
155 125.1 0.314 1997
189 24.5 0.258 1997
189 44.4 0.237 1997
189 74.2 0.272 1997
189 99.8 0.265 1997
189 150 0.244 1997
189 174.2 0.202 1997
189 249.4 0.112 1997
215 4.1 0.363 1997
215 25.2 0.373 1997
215 45.6 0.383 1997
215 74.9 0.342 1997
215 100.2 0.261 1997
215 125.3 0.132 1997
215 150.3 0.112 1997
215 175.1 0.077 1997
215 249.4 0.056 1997
268 5 0.356 1997
268 24.3 0.349 1997
268 44 0.39 1997
268 74.8 0.411 1997
268 99.6 0.383 1997
268 126.5 0.328 1997
268 151.5 0.195 1997
268 175 0.126 1997
268 250.5 0.084 1997
339 4.9 0.39 1997
339 25.5 0.394 1997
339 43.6 0.349 1997
339 75.3 0.37 1997
339 100.2 0.383 1997
339 125.2 0.244 1997
339 149.4 0.139 1997
339 176 0.126 1997
339 250 0.098 1997
10 5.4 0.279 1998
10 25 0.241 1998
10 47.1 0.272 1998
10 101 0.265 1998
10 125.3 0.181 1998
10 151.8 0.119 1998
10 174.6 0.077 1998
10 251.1 0.063 1998
11 75.2 0.237 1998
49 5.1 0.23 1998
49 25.2 0.3 1998
49 45.3 0.265 1998
49 74.8 0.23 1998
49 99.7 0.303 1998
49 125.3 0.139 1998
49 149.4 0.112 1998
49 175.9 0.084 1998
49 250.4 0.028 1998
76 5.4 0.272 1998
76 24.8 0.237 1998
76 44.6 0.286 1998
76 74.3 0.307 1998
76 99.6 0.286 1998
76 125.7 0.202 1998
76 150.8 0.153 1998
76 174.6 0.112 1998
76 250.3 0.035 1998
104 5.1 0.265 1998
104 25.5 0.293 1998
104 150 0.23 1998
104 174.6 0.167 1998
104 252 0.105 1998
132 5.2 0.237 1998
132 24.8 0.258 1998
132 44.9 0.258 1998
132 74.5 0.265 1998
132 99.2 0.247 1998
132 124.8 0.3 1998
132 150.7 0.223 1998
132 174.4 0.132 1998
132 250.8 0.063 1998
168 4.9 0.279 1998
168 24.6 0.3 1998
168 45 0.321 1998
168 75.1 0.321 1998
168 109.8 0.247 1998
168 124.9 0.258 1998
168 149.1 0.132 1998
168 174.1 0.112 1998
168 253.2 0.07 1998
196 4.5 0.272 1998
196 25.4 0.279 1998
196 44.9 0.342 1998
196 75.3 0.272 1998
196 99.4 0.23 1998
196 125.7 0.237 1998
196 150.1 0.167 1998
196 174.9 0.105 1998
196 250.4 0.07 1998
222 5.2 0.404 1998
222 25.2 0.411 1998
222 45.3 0.404 1998
222 74.9 0.244 1998
222 100.1 0.195 1998
222 125.1 0.119 1998
222 149.4 0.084 1998
222 175.3 0.084 1998
222 250.5 0.126 1998
271 5.2 0.328 1998
271 25.6 0.335 1998
271 75.4 0.307 1998
271 75.4 0.328 1998
271 100.1 0.261 1998
271 125.1 0.237 1998
271 149.9 0.119 1998
271 175.2 0.098 1998
271 250.5 0.098 1998
291 5.6 0.3 1998
291 25.2 0.303 1998
291 44.9 0.265 1998
291 75.5 0.272 1998
291 99.9 0.349 1998
291 125.3 0.258 1998
291 150.7 0.16 1998
291 175.1 0.139 1998
291 250.7 0.077 1998
314 4.8 0.265 1998
314 25.1 0.268 1998
314 44.9 0.251 1998
314 74.9 0.3 1998
314 99.3 0.23 1998
314 125.4 0.153 1998
314 149.7 0.105 1998
314 175.8 0.091 1998
314 251.1 0.028 1998
342 5.5 0.342 1998
342 26.1 0.307 1998
342 44.9 0.307 1998
342 75.3 0.314 1998
342 100.8 0.314 1998
342 126.8 0.209 1998
342 150.9 0.132 1998
342 175.6 0.119 1998
342 249.5 0.084 1998
13 5.7 0.307 1999
13 25.9 0.345 1999
13 45.7 0.342 1999
13 75.8 0.293 1999
13 100.7 0.275 1999
13 125.5 0.223 1999
13 150.7 0.188 1999
13 175.9 0.153 1999
13 251.2 0.091 1999
49 5.4 0.279 1999
49 25.2 0.303 1999
49 44.6 0.279 1999
49 75.2 0.307 1999
49 100.6 0.268 1999
49 125.7 0.23 1999
49 151.3 0.216 1999
49 177.1 0.153 1999
49 251.2 0.056 1999
75 5.6 0.321 1999
75 24.9 0.314 1999
75 45.9 0.349 1999
75 76.8 0.307 1999
75 101.1 0.286 1999
75 125.3 0.286 1999
75 152.3 0.216 1999
75 176 0.153 1999
75 251.6 0.07 1999
104 4.9 0.251 1999
104 25.4 0.3 1999
104 44.8 0.314 1999
104 75.1 0.307 1999
104 99.6 0.331 1999
104 125.7 0.251 1999
104 150.3 0.188 1999
104 175 0.16 1999
104 249.5 0.119 1999
129 7.3 0.272 1999
129 27 0.286 1999
129 47.2 0.286 1999
129 76.7 0.244 1999
129 101.5 0.251 1999
129 125.4 0.171 1999
129 149.9 0.098 1999
129 173.8 0.077 1999
129 246.4 0.049 1999
194 4.6 0.293 1999
194 24.6 0.307 1999
194 45.2 0.307 1999
194 75.3 0.321 1999
194 99.6 0.397 1999
194 124.3 0.265 1999
194 149.7 0.202 1999
194 174.7 0.146 1999
194 249.8 0.077 1999
225 25 0.311 1999
225 44.7 0.412 1999
225 75 0.328 1999
225 99.7 0.283 1999
225 124.6 0.279 1999
225 150.5 0.099 1999
225 175.6 0.125 1999
225 249.1 0.045 1999
287 24.5 0.241 1999
287 44.7 0.306 1999
287 74.2 0.261 1999
287 98.9 0.223 1999
287 124.2 0.186 1999
287 149.7 0.119 1999
287 174.7 0.11 1999
287 249.4 0.045 1999
312 4.4 0.263 1999
312 23.9 0.236 1999
312 43.9 0.24 1999
312 73.7 0.24 1999
312 99.1 0.242 1999
312 125.1 0.146 1999
312 149.6 0.113 1999
312 176.3 0.09 1999
312 251.3 0.05 1999
348 5.3 0.272 1999
348 24.8 0.3 1999
348 44.6 0.345 1999
348 75.1 0.307 1999
348 100.6 0.216 1999
348 125.3 0.091 1999
348 150.2 0.098 1999
348 174.8 0.084 1999
348 251.4 0.049 1999
33 4.3 0.223 2000
33 24.7 0.247 2000
33 44.9 0.237 2000
33 74.4 0.23 2000
33 98.7 0.258 2000
33 123.8 0.181 2000
33 149.4 0.209 2000
33 174.9 0.084 2000
33 250.2 0.035 2000
60 4.5 0.244 2000
60 25.5 0.272 2000
60 44.6 0.265 2000
60 76.2 0.244 2000
60 98.8 0.254 2000
60 124.2 0.209 2000
60 149.8 0.139 2000
60 175.3 0.098 2000
60 250.4 0.063 2000
88 5.1 0.247 2000
88 25 0.261 2000
88 45.3 0.254 2000
88 74 0.24 2000
88 100.6 0.213 2000
88 125.3 0.155 2000
88 149 0.105 2000
88 173.9 0.084 2000
88 249.8 0.06 2000
116 4.2 0.248 2000
116 24.8 0.27 2000
116 45.4 0.252 2000
116 75.3 0.248 2000
116 99.7 0.273 2000
116 149.8 0.156 2000
116 174.3 0.105 2000
116 250 0.045 2000
117 124.1 0.181 2000
144 4.3 0.275 2000
144 24.2 0.292 2000
144 43.9 0.299 2000
144 74.6 0.299 2000
144 99.2 0.238 2000
144 124.1 0.279 2000
144 148.5 0.138 2000
144 175.8 0.102 2000
144 250.2 0.064 2000
172 3.9 0.371 2000
172 29.6 0.516 2000
172 44 0.283 2000
172 74 0.248 2000
172 99.4 0.221 2000
172 123.6 0.201 2000
172 149.1 0.141 2000
172 174.2 0.096 2000
172 249.5 0.059 2000
208 3.6 0.423 2000
208 249.5 0.061 2000
208 124.2 0.202 2000
208 148.2 0.164 2000
208 175.2 0.107 2000
209 4.4 0.452 2000
209 14.3 0.52 2000
209 24.3 0.482 2000
209 59.5 0.441 2000
209 104.3 0.245 2000
209 150.2 0.174 2000
235 5.2 0.242 2000
235 25.3 0.269 2000
235 44.6 0.258 2000
235 74.2 0.276 2000
235 100 0.219 2000
235 125 0.298 2000
235 149.7 0.136 2000
235 175.6 0.093 2000
235 251 0.056 2000
292 4.6 0.26 2000
292 24.9 0.274 2000
292 45.3 0.265 2000
292 74.4 0.188 2000
292 99.1 0.217 2000
292 124.4 0.158 2000
292 148.8 0.114 2000
292 175.8 0.07 2000
292 250.3 0.044 2000
335 4.7 0.383 2000
335 24.7 0.305 2000
335 44.6 0.284 2000
335 74.8 0.285 2000
335 100.3 0.281 2000
335 125.2 0.183 2000
335 174.2 0.094 2000
335 199.2 0.077 2000
335 249.7 0.067 2000
355 4.3 0.253 2000
355 23.9 0.253 2000
355 44.6 0.273 2000
355 74.7 0.253 2000
355 98.7 0.256 2000
355 124.1 0.198 2000
355 150.9 0.122 2000
355 175.4 0.105 2000
355 200.3 0.085 2000
355 249.1 0.052 2000
17 3.9 0.249 2001
17 24 0.246 2001
17 43.8 0.298 2001
17 73.3 0.268 2001
17 100.3 0.236 2001
17 122.8 0.204 2001
17 149.7 0.133 2001
17 174.6 0.118 2001
17 199 0.087 2001
17 248.7 0.076 2001
46 24.4 0.249 2001
46 44.6 0.251 2001
46 74 0.223 2001
46 99 0.214 2001
46 125.4 0.122 2001
46 148.5 0.1 2001
46 174.9 0.106 2001
46 199.3 0.056 2001
46 249.3 0.05 2001
80 75.4 0.25 2001
80 3.6 0.258 2001
80 24.6 0.256 2001
80 43.7 0.259 2001
80 74.8 0.268 2001
80 99.1 0.233 2001
80 123.1 0.241 2001
80 149 0.109 2001
80 173.7 0.101 2001
80 199.3 0.081 2001
80 250.4 0.065 2001
107 3.6 0.239 2001
107 23.7 0.234 2001
107 43.6 0.235 2001
107 73.3 0.199 2001
107 98.9 0.239 2001
107 125.3 0.238 2001
107 149.5 0.203 2001
107 173.3 0.13 2001
107 198 0.097 2001
107 249.2 0.057 2001
137 4.8 0.298 2001
137 24.1 0.3 2001
137 44.7 0.415 2001
137 99.5 0.229 2001
137 124.2 0.226 2001
137 149.4 0.144 2001
137 175.6 0.091 2001
137 200.3 0.066 2001
137 249.5 0.056 2001
165 3.7 0.262 2001
165 23.3 0.246 2001
165 44.4 0.274 2001
165 73.4 0.264 2001
165 98.6 0.238 2001
165 124.6 0.195 2001
165 147.9 0.148 2001
165 174 0.097 2001
165 198.8 0.066 2001
165 250.2 0.058 2001
192 4 0.263 2001
192 24.9 0.264 2001
192 44 0.274 2001
192 74.2 0.235 2001
192 98.8 0.252 2001
192 124.3 0.168 2001
192 149.5 0.114 2001
192 174.3 0.092 2001
192 199.5 0.084 2001
192 249 0.064 2001
221 4.6 0.231 2001
221 25.1 0.303 2001
221 44.3 0.304 2001
221 74.5 0.277 2001
221 99.2 0.255 2001
221 124 0.181 2001
