"DOY" "Depth" "DIN" "Year"
305 4.7 0.02 1988
305 39.4 0.04 1988
305 99.4 0.21 1988
305 150.3 2.07 1988
305 191.8 2.26 1988
305 217 3.79 1988
305 279.9 8.01 1988
305 25.5 0.04 1988
305 42.9 0.02 1988
305 114.4 0.4 1988
306 16.6 0.02 1988
306 56.4 0.02 1988
306 117.3 0.36 1988
306 137.8 1.3 1988
306 157.7 2.37 1988
306 181.8 3.07 1988
306 204.2 4.21 1988
306 228.8 4.92 1988
337 15.6 0.07 1988
337 99.5 0.18 1988
337 136.4 0.12 1988
337 173.3 2.23 1988
337 238 3.43 1988
337 1.5 0.05 1988
337 21.2 0.05 1988
337 46.2 0.07 1988
337 71.1 0.05 1988
337 97.9 0.21 1988
337 122.9 0.72 1988
337 148.6 1.61 1988
337 177.6 2.03 1988
337 1.6 0.05 1988
337 16.2 0.05 1988
337 37.8 0.07 1988
337 57.9 0.07 1988
337 79.2 0.07 1988
337 98.9 0.55 1988
337 119.7 0.76 1988
337 139.8 1.59 1988
337 161.5 1.77 1988
337 181.1 2.05 1988
337 258.5 5.35 1988
338 277.2 6.72 1988
8 35.9 0.02 1989
8 204.9 3.41 1989
8 19.7 0.02 1989
8 118.8 0.38 1989
8 186 2.75 1989
8 252.9 5.2 1989
8 4.9 0.02 1989
8 22.8 0.04 1989
8 43.3 0.02 1989
8 72.7 0.04 1989
8 97.7 0.04 1989
8 122.2 0.11 1989
8 146.8 0.61 1989
8 176.8 1.49 1989
9 2.8 0.02 1989
8 38.2 0.02 1989
8 56.7 0.04 1989
8 79.4 0.04 1989
8 96.6 0.1 1989
8 117.5 0.49 1989
8 139.2 1.02 1989
8 151.6 1.81 1989
8 163.4 2.09 1989
8 186.7 3.2 1989
8 230.8 4.6 1989
9 201.3 2.82 1989
9 251 5.16 1989
9 278 5.72 1989
58 8.7 0.07 1989
58 18.8 0.05 1989
58 38.5 0.07 1989
58 58.4 0.05 1989
58 78.4 0.05 1989
58 98.4 0.07 1989
58 108.2 0.05 1989
58 118.3 0.07 1989
58 131.3 0.29 1989
58 141.4 0.98 1989
58 151.3 1.53 1989
58 163 2.16 1989
59 179.4 3.23 1989
59 226.3 4.91 1989
59 250.9 6.57 1989
59 270.4 7.8 1989
59 299.8 9.29 1989
59 201 3.97 1989
59 5.8 0.02 1989
59 22.1 0.02 1989
59 41.8 0.02 1989
59 71.8 0.05 1989
59 99.6 0.07 1989
59 123.2 0.21 1989
59 151.1 2.31 1989
59 177.4 3.11 1989
59 47 0.05 1989
59 131 0.24 1989
59 162.1 1.91 1989
59 203.7 3.95 1989
59 299.8 9.72 1989
86 26.7 0.14 1989
86 111.1 0.05 1989
86 144.1 0.92 1989
86 212 3.08 1989
86 266.8 5.15 1989
88 40.8 0.02 1989
88 71.7 0.02 1989
88 81.6 0.02 1989
88 92.5 0.05 1989
88 101.9 0.05 1989
88 111.7 0.05 1989
88 121.6 0.47 1989
88 127.4 0.69 1989
88 133.7 0.98 1989
88 143.6 1.25 1989
88 152.5 1.39 1989
88 200.2 3.22 1989
138 136.1 1.92 1989
138 201 4.91 1989
138 281.2 10.17 1989
138 4.5 0.01 1989
138 99 0.41 1989
138 108.7 0.96 1989
138 119.1 1.86 1989
138 129 2.68 1989
138 139.8 2.85 1989
138 159.7 3.23 1989
138 179.6 4.45 1989
138 199.7 4.81 1989
138 250.6 7.3 1989
138 273.5 8.9 1989
175 15.3 0.05 1989
175 79.6 0.02 1989
175 99.5 0.02 1989
175 139.5 0.36 1989
175 199.2 5.05 1989
175 242.8 10.18 1989
175 49.1 0.02 1989
175 127.6 0.05 1989
175 225.5 5.73 1989
175 105.2 0.04 1989
175 257.6 7.21 1989
175 279.8 8.33 1989
209 54.3 0.02 1989
209 98.5 0.02 1989
209 148.5 1.34 1989
209 206.8 4.3 1989
209 288 10.63 1989
210 204.9 4.92 1989
210 228 5.91 1989
210 253.5 7.45 1989
210 5.6 0.02 1989
210 27.4 0.02 1989
210 46.8 0.02 1989
210 61.7 0.02 1989
210 77.3 0.02 1989
210 87.8 0.02 1989
210 98.5 0.04 1989
210 109.3 0.04 1989
210 119.2 0.06 1989
210 130.5 0.12 1989
210 156 1.99 1989
210 181.1 3.66 1989
211 4.6 0.0059 1989
211 15.6 0.0049 1989
211 30.3 0.0039 1989
211 45.9 0.0068 1989
211 60.1 0.0029 1989
211 76.8 0.0059 1989
211 92.4 0.0078 1989
211 102.6 0.0117 1989
212 3.9 0.001 1989
212 13.9 0.002 1989
212 29.5 0.0029 1989
212 44.7 0.0029 1989
212 60.7 0.0029 1989
212 101.2 0.0029 1989
235 59.9 0.02 1989
235 91.6 0.04 1989
235 139.3 0.63 1989
235 191.7 3.62 1989
235 227.3 4.43 1989
235 299.8 10.82 1989
236 203.8 3.91 1989
236 230.9 5.05 1989
236 255.6 7.38 1989
236 4.8 0.01 1989
236 25.8 0.02 1989
236 45.8 0.02 1989
236 61.6 0.02 1989
236 76.1 0.02 1989
236 97.4 0.01 1989
236 109 0.02 1989
236 118 0.04 1989
236 130.5 0.13 1989
236 157 0.91 1989
236 181.8 2.75 1989
265 7.2 0.05 1989
265 86.7 0.07 1989
265 96.6 0.05 1989
265 108.3 0.07 1989
265 123.4 0.14 1989
265 132.9 0.69 1989
265 143.8 3.19 1989
265 182.8 4.78 1989
265 217.7 6.45 1989
265 274.2 12.01 1989
265 285.2 12.18 1989
266 6.3 0.07 1989
266 26.5 0.05 1989
266 47.4 0.03 1989
266 63.2 0.03 1989
266 79 0.03 1989
266 98.6 0.04 1989
266 111.2 0.07 1989
266 119.9 0.38 1989
266 131.7 0.93 1989
266 157.5 5.29 1989
266 182.1 5.53 1989
266 206.7 5.95 1989
266 231.7 5.86 1989
266 257.6 8.16 1989
266 282.5 11.34 1989
266 78.4 0.001 1989
266 104.5 0.0039 1989
291 118.1 0.01 1989
291 133.3 0.18 1989
291 198.5 2.63 1989
291 246.1 4.43 1989
291 296.3 7.7 1989
292 4.8 0.0137 1989
292 25.5 0.0098 1989
292 45.4 0.0039 1989
292 61.7 0.0059 1989
292 76.4 0.0068 1989
292 86.7 0.0059 1989
292 96.5 0.0078 1989
292 106.4 0.16 1989
292 116.8 0.27 1989
292 129.7 0.42 1989
292 153.9 0.84 1989
292 181.7 1.6 1989
292 207.3 2.57 1989
292 258 5.48 1989
332 30.6 0.04 1989
332 56.4 0.01 1989
332 80 0.04 1989
332 99.3 0.06 1989
332 121.6 0.41 1989
332 147.2 1.35 1989
332 226.9 4.7 1989
332 299.8 11.72 1989
332 5.8 0.01 1989
332 25.3 0.04 1989
332 45.6 0.01 1989
332 61.6 0.01 1989
332 76.5 0.01 1989
332 86.6 0.01 1989
332 96.3 0.06 1989
332 106.7 0.24 1989
332 119.6 0.53 1989
332 130.6 0.67 1989
332 155.4 1.58 1989
332 181.5 2.66 1989
332 201.3 3.2 1989
333 231.2 4.34 1989
333 256.3 6.48 1989
333 281.2 8.16 1989
4 25.6 0.02 1990
4 77.2 0.02 1990
4 131.6 0.31 1990
4 182.6 0.99 1990
4 182.6 0.98 1990
4 216.9 1.91 1990
5 45.8 0.02 1990
5 75.5 0.02 1990
5 85.6 0.02 1990
5 95.1 0.11 1990
5 105.9 0.12 1990
5 117.3 0.23 1990
5 126.9 0.5 1990
5 136.8 1.29 1990
5 160.6 0.93 1990
5 215.3 2.5 1990
5 239.1 3.94 1990
5 252.9 4.69 1990
5 280.5 6.33 1990
47 77.6 0.21 1990
47 102 0.27 1990
47 133.5 1.51 1990
47 172.9 2.79 1990
47 233.3 5.7 1990
47 273.3 7.91 1990
47 4.2 0.0107 1990
47 14 0.0293 1990
47 24.9 0.0361 1990
47 34.9 0.0342 1990
47 45.9 0.0567 1990
47 60.8 0.02 1990
47 75.6 0.02 1990
47 85.3 0.0937 1990
47 96.4 0.4306 1990
47 105.9 0.32 1990
47 115.6 0.4 1990
47 125.4 0.96 1990
47 135.7 1.21 1990
47 151 1.62 1990
47 177.6 2.74 1990
78 24.6 0.02 1990
78 142 0.96 1990
78 153.2 1.65 1990
78 174.1 3.85 1990
78 174.1 3.85 1990
78 226.7 7.38 1990
78 296.1 17.04 1990
78 126.9 0.02 1990
78 137.2 0.2 1990
78 151.7 1.01 1990
78 177.8 2.91 1990
78 203.7 5.36 1990
78 213.8 5.37 1990
78 239.4 7.42 1990
78 256.3 9.49 1990
78 45.3 0.02 1990
78 99 0.04 1990
78 110 0.05 1990
102 1.2 0.02 1990
102 11.8 0.02 1990
102 56.8 0.02 1990
102 153.7 0.1 1990
102 169.2 0.07 1990
102 204.8 1.78 1990
102 266.3 9.53 1990
103 137 0.07 1990
103 152.2 0.26 1990
103 162.4 0.45 1990
103 178.8 0.93 1990
103 190.6 1.14 1990
103 207 1.11 1990
103 214.8 0.64 1990
103 231.2 2.35 1990
103 255.9 4.18 1990
103 255.9 4.18 1990
103 6.3 0.0059 1990
103 16.6 0.0039 1990
103 25.7 0.0039 1990
103 36.9 0.0049 1990
103 45.9 0.001 1990
103 61.8 0.0029 1990
103 61.8 0.002 1990
103 78 0.0039 1990
103 98.5 0.0049 1990
128 33.1 0.01 1990
128 72.3 0.04 1990
128 149.5 1.8 1990
128 219.2 5.89 1990
129 6.2 0.01 1990
129 26.9 0.01 1990
129 36.8 0.01 1990
129 87.4 0.01 1990
129 106.8 0.01 1990
129 118 0.01 1990
129 129.9 0.2 1990
129 137 0.69 1990
129 154.4 1.24 1990
129 182.3 2.7 1990
129 209 3.66 1990
129 228.5 5.42 1990
129 253.3 6.34 1990
129 282.8 8.71 1990
163 13 0.05 1990
163 115.8 0.38 1990
163 154 1.41 1990
163 194.7 1.46 1990
163 217.4 3.08 1990
163 264.1 5.24 1990
164 45.6 0.03 1990
164 127.1 0.43 1990
164 137.2 0.53 1990
164 154.2 0.75 1990
164 181.8 1.93 1990
164 207.5 3.03 1990
164 230.2 4.48 1990
164 257.6 4.77 1990
164 281.9 6.16 1990
206 27.5 0.03 1990
206 117.7 0.4 1990
206 155.9 1.7 1990
206 223.5 3.64 1990
206 231.6 4.84 1990
206 254.9 6.81 1990
206 282.2 10.03 1990
206 108.1 0.03 1990
206 117.5 0.13 1990
206 137.5 1.51 1990
206 153.4 2.15 1990
206 164.7 1.21 1990
206 181.6 2.22 1990
206 207.8 3.14 1990
351 10.1 0.02 1990
351 84.8 0.02 1990
351 97.6 0.09 1990
351 103.7 0.39 1990
351 150.5 1.96 1990
351 174.2 2.92 1990
351 223.7 5.52 1990
352 118.8 0.49 1990
352 129.9 0.75 1990
352 139.3 1.35 1990
352 166.3 2.35 1990
352 191.8 3.28 1990
352 241.2 6.01 1990
352 255.2 6.97 1990
352 281 8.81 1990
352 27 0.02 1990
352 96.2 0.01 1990
352 106.2 0.05 1990
352 116.6 0.29 1990
352 128 1.7 1990
34 119.4 0.54 1991
34 138.4 0.89 1991
34 209.2 3.4 1991
34 243.4 5.22 1991
34 118.2 0.03 1991
34 128.5 0.06 1991
34 139 1.04 1991
34 154.8 1.41 1991
34 182.3 2.22 1991
34 209.8 4.37 1991
34 229.1 6.7 1991
34 259.5 8.52 1991
34 283.6 9.46 1991
65 117.6 0.06 1991
65 126.5 0.25 1991
65 139.2 0.65 1991
65 153.9 1.49 1991
65 203.7 3.98 1991
66 171.7 2.78 1991
66 255.1 7.46 1991
66 278.8 10.04 1991
67 72.9 0.06 1991
67 101.7 0.23 1991
67 124.6 0.69 1991
67 139.5 1.35 1991
67 147.6 2.81 1991
67 156 2.15 1991
67 179.9 2.18 1991
99 92.1 0.03 1991
99 108.3 0.13 1991
99 163.7 1.21 1991
99 187 2.22 1991
99 245.7 4.07 1991
100 230.6 4.79 1991
100 257.3 7.05 1991
100 284.2 9.6 1991
100 88.9 0.1 1991
100 98.6 0.14 1991
100 108.2 0.6 1991
100 119.6 0.79 1991
100 130.3 1.21 1991
100 157.1 2.04 1991
100 181.3 2.34 1991
100 209.7 3.12 1991
128 148 0.14 1991
128 207.6 3.55 1991
128 230.6 4.81 1991
128 215.4 3.97 1991
128 241.5 5.62 1991
128 255.9 6.49 1991
128 281.6 8.25 1991
128 18.3 0.03 1991
128 26.4 0.03 1991
128 165.4 0.44 1991
128 188.5 2.02 1991
129 25.4 0.0022 1991
129 47.7 0.003 1991
129 80.5 0.0018 1991
129 104.5 0.0019 1991
129 113.5 0.003 1991
129 114.5 0.0029 1991
129 125.7 0.0011 1991
129 132.2 0.0012 1991
129 134.9 0.0019 1991
129 138.9 0.002 1991
129 140.6 0.0185 1991
129 140.8 0.0343 1991
129 143 0.041 1991
129 152.2 0.0989 1991
129 157.5 0.2598 1991
129 162.3 0.2779 1991
129 170.1 0.4532 1991
129 179.9 0.6768 1991
130 6.2 0.0187 1991
130 15.8 0.0137 1991
130 25.3 0.0064 1991
130 75 0.0069 1991
130 96.1 0.0054 1991
130 105.7 0.0085 1991
130 115.5 0.0062 1991
130 125.5 0.0077 1991
130 135.3 0.0159 1991
130 145.7 0.0241 1991
130 150.7 0.0364 1991
130 156.5 0.2587 1991
130 161.6 0.5906 1991
155 104.4 0.03 1991
155 152.4 1.13 1991
155 157 1.44 1991
155 226.7 3.81 1991
156 232 4.7 1991
156 255.4 6.49 1991
156 279.9 9.04 1991
156 6.5 0.0056 1991
156 12.3 0.0115 1991
156 16.2 0.0063 1991
156 37.9 0.0059 1991
156 47.7 0.0071 1991
156 63.6 0.0065 1991
156 90.2 0.0051 1991
156 99.2 0.0062 1991
156 109.6 0.0053 1991
156 120.2 0.03 1991
156 130.2 0.1362 1991
156 139 0.2724 1991
156 169.5 1.4091 1991
156 194.1 1.997 1991
156 210 3.1927 1991
156 221.5 3.6441 1991
190 110.1 0.03 1991
190 143.4 0.35 1991
190 186 1.3 1991
190 244.2 4.62 1991
191 215.8 2.59 1991
191 230.5 3.47 1991
191 253.7 4.77 1991
191 285.4 6.68 1991
191 43.2 0.03 1991
191 115.1 0.1 1991
191 127.4 0.15 1991
191 135.8 0.43 1991
191 150.6 0.45 1991
191 180 1.05 1991
191 205.8 2.84 1991
221 71.8 0.02 1991
221 142.2 0.52 1991
221 160.4 0.68 1991
221 181.9 1.23 1991
221 214.6 2.47 1991
221 256.6 4.52 1991
221 282.3 6.64 1991
222 229.3 2.97 1991
222 257.7 4.03 1991
222 285.6 5.34 1991
222 7.9 0.0048 1991
222 26.9 0.0043 1991
222 59.1 0.0118 1991
222 75.7 0.02 1991
222 87.6 0.0183 1991
222 107.6 0.0113 1991
222 117.7 0.0113 1991
222 129.6 0.0798 1991
222 139.3 0.19 1991
222 153.1 0.5684 1991
222 181.1 1.11 1991
222 208.5 2.12 1991
260 201.8 1.71 1991
260 144.6 0.33 1991
260 202.3 2.03 1991
260 264.5 5.15 1991
261 230.6 2.93 1991
261 256.5 3.94 1991
261 276.1 5.5 1991
261 121.8 0.02 1991
261 131.5 0.25 1991
261 141.7 0.37 1991
261 158.7 0.75 1991
261 176.2 1.14 1991
261 199.9 1.89 1991
293 251 7.22 1991
294 112.3 0.08 1991
294 129.1 0.23 1991
294 159.8 0.57 1991
294 218.9 4.78 1991
294 265.9 8.06 1991
294 224.7 4.78 1991
294 249.1 7.66 1991
294 274.4 9.25 1991
294 103.9 0.0783 1991
294 114.6 0.2368 1991
294 124.7 0.3985 1991
294 135.1 0.5265 1991
294 150.5 0.13 1991
294 199.6 2.53 1991
294 226.4 4.97 1991
294 250 7.91 1991
294 6.7 0.0062 1991
294 46.5 0.0033 1991
294 61.3 0.0031 1991
294 76.8 0.0031 1991
294 97.4 0.0071 1991
339 50.3 0.01 1991
339 200.7 3.49 1991
339 53.8 0.01 1991
339 67.8 0.01 1991
339 97.4 0.02 1991
339 108.9 0.13 1991
339 130.3 0.39 1991
339 145.4 0.9 1991
339 207.9 3.91 1991
339 295.7 11.52 1991
340 224.4 5.06 1991
340 249 7.33 1991
340 275.3 10.29 1991
340 99.2 0.02 1991
340 105.3 0.13 1991
340 115.8 0.44 1991
340 126.5 0.45 1991
340 137.6 0.74 1991
340 153.7 1.66 1991
340 178 2.91 1991
340 201.7 4.36 1991
340 45.7 0.01 1991
340 75.4 0.01 1991
340 88.6 0.01 1991
341 33.3 0.002 1991
341 43.4 0.0054 1991
341 49.8 0.0021 1991
341 70.4 0.0023 1991
341 88.1 0.0049 1991
341 108.3 0.0927 1991
341 124.5 0.1951 1991
341 150.9 0.8746 1991
45 115.1 0.44 1992
45 131.9 0.68 1992
45 200.2 1.1 1992
45 239.1 1.5 1992
46 229.6 1.95 1992
46 253.1 2.4 1992
46 278.1 5.12 1992
46 108.6 0.048 1992
46 118.3 0.3661 1992
46 127.4 0.4466 1992
46 138 0.6368 1992
46 153.1 0.77 1992
46 177 0.96 1992
46 204.8 1.13 1992
46 5.6 0.0048 1992
46 16 0.0033 1992
46 29.9 0.0032 1992
46 37.6 0.003 1992
46 63.9 0.003 1992
46 77.3 0.0026 1992
46 85 0.0039 1992
46 92.5 0.0037 1992
160 19.4 0.03 1992
160 113.9 0.04 1992
161 48.1 0.01 1992
161 80.2 0.01 1992
161 87.2 0.01 1992
161 119.2 0.07 1992
161 126.4 0.39 1992
161 174.9 2.61 1992
161 203.3 6.23 1992
161 270.2 13.24 1992
161 295.2 14.02 1992
161 226.7 7.77 1992
161 253 12.12 1992
161 282 12.97 1992
161 4.6 0.0036 1992
161 14.6 0.0023 1992
161 24.7 0.0039 1992
161 34.6 0.0025 1992
161 44.8 0.0038 1992
161 59.6 0.0018 1992
161 74.9 0.0023 1992
161 84.9 0.0024 1992
161 94.9 0.004 1992
161 103.9 0.0138 1992
161 113.4 0.348 1992
161 124.5 0.53 1992
161 135.9 0.68 1992
161 148.3 1.7 1992
161 175.1 3.57 1992
161 202.8 6.36 1992
161 257.2 11.9 1992
186 11.5 0.01 1992
186 87.4 0.01 1992
186 163.8 1.53 1992
186 231.1 1.83 1992
187 228.4 3.13 1992
187 253.9 3.6 1992
187 278.7 6.36 1992
187 8.6 0.0013 1992
187 17.3 0.0024 1992
187 28.4 0.0025 1992
187 38.4 0.001 1992
187 48.5 8e-04 1992
187 63.5 8e-04 1992
187 78.1 0.0021 1992
187 87.2 0.0014 1992
187 97.5 0.001 1992
187 108.5 0.0019 1992
187 118.1 0.0024 1992
187 129.3 0.0082 1992
187 139 0.3875 1992
187 153.9 0.61 1992
187 178.1 1.23 1992
187 200.2 1.93 1992
218 255.4 9.17 1992
218 278.9 11.66 1992
219 103.2 0.06 1992
219 107 0.16 1992
219 152.9 2.27 1992
219 225 5.95 1992
219 286.8 10.76 1992
219 109 0.0045 1992
219 118.5 0.1561 1992
219 128.8 0.3261 1992
219 138.1 0.693 1992
219 153.5 1.77 1992
219 178.8 2.67 1992
219 204.5 3.84 1992
219 231.4 5.82 1992
219 9.9 0.0045 1992
219 10 0.0048 1992
219 31.1 0.0036 1992
219 31 0.0025 1992
219 40.3 0.0016 1992
219 49.3 0.0016 1992
219 64.8 0.0035 1992
219 80.1 0.0025 1992
219 92.1 0.0015 1992
20 8.9 0.01 1993
20 53.9 0.01 1993
20 101.7 0.01 1993
20 105.5 0.01 1993
20 146.7 0.6 1993
20 229.1 2.82 1993
20 279.6 5.4 1993
20 297.7 6.84 1993
20 275.4 5.66 1993
20 299.5 7.51 1993
20 135.1 0.26 1993
20 149.7 0.97 1993
20 160.5 1.21 1993
20 198.1 1.84 1993
20 209.9 3.42 1993
20 226.2 4.45 1993
20 233.5 4.71 1993
20 249.3 5.08 1993
20 9.1 0.0022 1993
20 24.7 0.0049 1993
20 35.6 0.0034 1993
20 45.3 0.0016 1993
20 75.5 0.002 1993
20 86.1 0.0024 1993
20 95.3 0.0039 1993
20 104 0.0059 1993
20 130.4 0.0423 1993
20 4.3 0.0019 1993
20 25 0.0014 1993
20 44.2 0.0019 1993
20 75.5 0.001 1993
20 98.6 0.0018 1993
20 123.6 0.0042 1993
20 149.6 0.64 1993
47 15.7 0.01 1993
47 25.8 0.01 1993
47 95.4 0.75 1993
47 100.4 0.86 1993
47 110.5 1.44 1993
47 144.5 2.17 1993
47 225.4 4.94 1993
48 224.3 6.43 1993
48 234.5 6.8 1993
48 249.5 7.9 1993
48 274.9 9.61 1993
48 299.7 10.89 1993
48 5.1 0.0024 1993
48 14.9 0.0019 1993
48 24.3 0.0023 1993
48 35.5 0.0023 1993
48 45.4 0.0055 1993
48 58.7 0.0658 1993
48 74.3 0.1718 1993
48 84.6 0.2748 1993
48 94.6 0.4294 1993
48 104.7 0.86 1993
48 114.5 1.35 1993
48 124.5 1.9 1993
48 137 2.17 1993
48 151.5 2.72 1993
48 175.4 3.92 1993
48 203.8 4.82 1993
103 11.2 0.01 1993
103 191.9 1.49 1993
104 158 1.37 1993
104 175.1 1.63 1993
104 181.4 1.82 1993
104 197.8 2.16 1993
104 218.9 3.56 1993
104 254.1 5.51 1993
104 3.8 0.0021 1993
104 15 0.0012 1993
104 26 0.0017 1993
104 34.9 0.0021 1993
104 44.4 0.0023 1993
104 60.2 0.0027 1993
104 75.5 0.0016 1993
104 85.4 0.0018 1993
104 95.9 0.0021 1993
104 104.9 0.002 1993
104 115 0.0544 1993
104 125 0.1586 1993
104 134.9 0.4931 1993
104 150.4 0.5498 1993
104 176.2 0.74 1993
104 196.2 1.5 1993
104 208.9 2.15 1993
104 223.4 2.85 1993
104 148.1 0.2 1993
104 179 0.67 1993
104 224.9 2.52 1993
104 234.8 3.26 1993
104 248.6 4.05 1993
104 273.4 5.41 1993
104 298.4 6.69 1993
140 78.9 0.01 1993
140 177.9 0.82 1993
140 98.8 0.01 1993
140 162.2 0.56 1993
140 185.2 0.86 1993
140 210.2 1.76 1993
140 236.5 2.99 1993
140 293.6 5.93 1993
140 226.5 3.46 1993
140 235.6 3.91 1993
140 250.9 5.39 1993
140 277.6 6.09 1993
141 6.5 0.0088 1993
141 14.8 0.0067 1993
141 24.5 0.0046 1993
141 34.9 0.0058 1993
141 45 0.0043 1993
141 55.1 0.0063 1993
141 74.7 0.0055 1993
141 85 0.0049 1993
141 95.3 0.0037 1993
141 106.3 0.0052 1993
141 116.4 0.0135 1993
141 124.5 0.0067 1993
141 134.8 0.0332 1993
141 150.1 0.6124 1993
141 176.4 0.93 1993
141 203.8 2.21 1993
141 246.8 4.1 1993
257 210.5 2.82 1993
257 226.5 4.75 1993
257 235.6 5.72 1993
257 250.2 6.55 1993
257 275.9 8.72 1993
257 5.4 0.0084 1993
257 15.6 0.002 1993
257 25.6 0.002 1993
257 36.7 0.0026 1993
257 46.6 0.0016 1993
257 61.4 0.0019 1993
257 76.2 0.0029 1993
257 86.5 0.0014 1993
257 96.4 0.0014 1993
257 105.9 0.0022 1993
257 116.2 0.0032 1993
257 125.6 0.0098 1993
257 136.3 0.2565 1993
257 154.2 1.38 1993
257 177.7 2.65 1993
257 200.9 3.28 1993
301 117.3 0.14 1993
301 171.2 4.59 1993
301 226.7 7.2 1993
301 271.8 10.8 1993
302 221.2 6.07 1993
302 238.3 8.22 1993
302 251.2 9.18 1993
302 275 10.64 1993
302 7.1 0.0012 1993
302 17.2 8e-04 1993
302 27.1 0.002 1993
302 37.3 0.001 1993
302 48.4 8e-04 1993
302 58.5 9e-04 1993
302 80.3 8e-04 1993
302 78.9 0.001 1993
302 93.4 0.0016 1993
302 105.2 0.0055 1993
302 117.8 0.0745 1993
302 125 0.11 1993
302 138.4 0.89 1993
302 148.9 1.99 1993
302 176.8 3.03 1993
302 197.4 3.95 1993
19 106.5 0.07 1994
20 87.3 0.05 1994
20 93.8 0.11 1994
20 98.4 0.16 1994
20 128.1 0.8 1994
20 160.7 1.19 1994
20 199.3 2.26 1994
20 223.8 4.1 1994
20 263.5 9.43 1994
20 288.5 12.24 1994
20 226.1 3.42 1994
20 234.2 3.97 1994
20 251.6 5.83 1994
20 278 9.35 1994
20 7.5 0.0011 1994
20 17.1 9e-04 1994
20 27.3 0.0021 1994
20 36.7 0.0012 1994
20 62.9 9e-04 1994
20 76.6 0.0014 1994
20 85.8 0.0012 1994
20 96.1 0.0068 1994
20 106.4 0.026 1994
20 114.6 0.0421 1994
20 125.7 0.3075 1994
20 136.4 0.5152 1994
20 153.1 0.812 1994
20 163.9 0.907 1994
20 168.8 1.04 1994
20 204.6 1.71 1994
22 5.4 0.02 1994
22 100.6 0.21 1994
48 148.5 0.39 1994
48 176 2.06 1994
48 194.7 2.81 1994
48 226 3.89 1994
48 252.5 6.05 1994
48 174.9 1.58 1994
48 199 2.65 1994
48 226.2 3.2 1994
48 236.1 3.72 1994
48 252.1 4.4 1994
48 276.1 6.56 1994
48 4.8 0.0015 1994
48 15 8e-04 1994
48 25.4 6e-04 1994
48 35 0.0014 1994
48 44.9 5e-04 1994
48 61.4 5e-04 1994
48 77.8 5e-04 1994
48 85.6 0.0013 1994
48 95.4 0.0014 1994
48 106.1 8e-04 1994
48 114.4 0.0015 1994
48 125.5 0.0026 1994
48 135.2 0.0045 1994
48 150.4 0.1017 1994
49 3.8 0.0057 1994
49 13.7 0.0059 1994
49 25.3 0.0065 1994
49 34.5 0.0086 1994
49 44.6 0.0078 1994
49 54.4 0.0079 1994
49 64.4 0.0074 1994
49 74.7 0.0197 1994
49 84.5 0.0078 1994
49 94.7 0.0049 1994
49 104.7 0.0047 1994
49 114.7 0.0044 1994
49 125.8 0.0077 1994
49 149.8 0.6245 1994
49 169.8 1.4809 1994
49 189.4 2.1468 1994
50 8.3 0.0074 1994
50 25 0.0051 1994
50 35.2 0.0059 1994
50 45 0.0062 1994
50 55.2 0.0125 1994
50 65.2 0.0175 1994
50 75.3 0.0353 1994
50 85.1 0.0521 1994
50 96.4 0.0115 1994
50 111.1 0.1515 1994
50 121.4 0.3655 1994
50 128.9 0.557 1994
50 143.8 0.9436 1994
50 159.3 1.4424 1994
50 184.7 2.1796 1994
67 159 0.38 1994
67 115.7 0.12 1994
67 124.8 0.25 1994
67 143.7 0.43 1994
67 197.3 1.34 1994
67 255.6 4.64 1994
68 234.9 2.42 1994
68 253.2 3.57 1994
68 277 6.14 1994
68 4.6 8e-04 1994
68 14.9 0.0011 1994
68 25.2 2e-04 1994
68 36.8 6e-04 1994
68 45.5 0.0011 1994
68 60.1 8e-04 1994
68 75 0.0014 1994
68 83.3 8e-04 1994
68 95.2 0.0014 1994
68 104.9 0.0017 1994
68 115.9 0.0014 1994
68 125.8 0.0308 1994
68 135 0.2015 1994
68 149.2 0.3745 1994
68 159.5 0.57 1994
68 174.7 0.4597 1994
68 200.4 0.5909 1994
169 179.4 0.04 1994
169 193.4 1.41 1994
169 245.6 4.69 1994
169 279.5 6.54 1994
169 299.4 7.57 1994
170 210.4 2.57 1994
170 226.3 3.68 1994
170 235.5 4.3 1994
170 250.1 5.33 1994
170 5.1 0.0018 1994
170 14.9 0.0019 1994
170 24.7 0.001 1994
170 44.6 0.0021 1994
170 59.7 0.0017 1994
170 75.4 8e-04 1994
170 84.7 0.0013 1994
170 95.7 3e-04 1994
170 105.1 2e-04 1994
170 113.8 6e-04 1994
170 125.3 0.1213 1994
170 136.6 0.2382 1994
170 150.6 0.3523 1994
170 157.4 0.4144 1994
170 175.1 0.5897 1994
170 185.2 1.3108 1994
170 201.4 1.75 1994
205 4.4 0.01 1994
205 155.8 1.12 1994
206 5.4 0.01 1994
206 24 0.01 1994
206 119.5 0.02 1994
206 164 1.08 1994
206 172.9 1.45 1994
206 199.6 2.99 1994
206 242.2 4.6 1994
206 200.4 1.76 1994
206 210.8 2.24 1994
206 223.9 2.76 1994
206 236.7 3.35 1994
206 247.9 3.69 1994
206 283.2 5.01 1994
206 4.7 3e-04 1994
206 14.8 5e-04 1994
206 24.6 2e-04 1994
206 34.2 5e-04 1994
206 43.8 3e-04 1994
206 59.8 3e-04 1994
206 74.3 5e-04 1994
206 84.3 8e-04 1994
