"DOY" "Depth" "CHL" "Year"
266 174.4 0.02 1994
266 200 0.01 1994
267 5.7 0.07 1994
267 25.5 0.06 1994
267 45.7 0.08 1994
267 75.6 0.18 1994
267 85.3 0.18 1994
267 95.3 0.19 1994
267 100.5 0.21 1994
267 111.7 0.21 1994
267 126.1 0.19 1994
267 150.9 0.08 1994
267 174.6 0.01 1994
266 5 0.07 1994
266 25 0.07 1994
266 45 0.07 1994
266 75 0.15 1994
266 100 0.22 1994
266 125 0.11 1994
266 150 0.02 1994
266 175 0.02 1994
288 5 0.07 1994
288 14.6 0.08 1994
288 25 0.07 1994
288 34.3 0.07 1994
288 44.6 0.07 1994
288 59.5 0.08 1994
288 74.5 0.15 1994
288 84.2 0.2 1994
288 94.7 0.18 1994
288 104.7 0.2 1994
288 115.3 0.21 1994
288 124.7 0.17 1994
288 134.8 0.12 1994
288 149.5 0.05 1994
288 159.4 0.02 1994
288 174.4 0.02 1994
289 5 0.07 1994
289 24.5 0.07 1994
289 45.6 0.08 1994
289 75.5 0.14 1994
289 101.2 0.18 1994
289 125.8 0.15 1994
289 151.7 0.05 1994
289 177.8 0.02 1994
288 5 0.08 1994
288 25 0.08 1994
288 45 0.09 1994
288 75 0.15 1994
288 100 0.21 1994
288 125 0.22 1994
288 150 0.05 1994
288 175 0.04 1994
324 5.3 0.13 1994
324 14.8 0.12 1994
324 25.2 0.13 1994
324 34.2 0.13 1994
324 43.2 0.13 1994
324 58.7 0.12 1994
324 74 0.13 1994
324 86.5 0.16 1994
324 94.9 0.28 1994
324 102.3 0.23 1994
324 115.7 0.18 1994
324 125.2 0.14 1994
324 135.4 0.12 1994
324 150.6 0.07 1994
324 159.8 0.05 1994
324 173 0.02 1994
324 200 0.01 1994
324 5.6 0.13 1994
324 26.1 0.14 1994
324 45.9 0.14 1994
324 76.1 0.14 1994
324 90.1 0.18 1994
324 99.4 0.27 1994
324 109.9 0.25 1994
324 128.6 0.14 1994
324 149.4 0.1 1994
324 175.9 0.03 1994
37 4.9 0.09 1995
37 14.9 0.08 1995
37 23.2 0.08 1995
37 34.1 0.09 1995
37 43.8 0.08 1995
37 59.8 0.12 1995
37 74.9 0.16 1995
37 84.8 0.21 1995
37 95.5 0.19 1995
37 104.3 0.23 1995
37 113.5 0.26 1995
37 120.3 0.26 1995
37 123.8 0.23 1995
37 133.6 0.14 1995
37 149.8 0.1 1995
37 160.2 0.07 1995
37 175.1 0.03 1995
37 199.5 0.01 1995
38 5 0.09 1995
38 25 0.09 1995
38 45 0.09 1995
38 75 0.11 1995
38 100 0.15 1995
38 125 0.22 1995
38 150 0.11 1995
63 5.5 0.08 1995
63 15 0.08 1995
63 25.5 0.08 1995
63 34 0.07 1995
63 44.7 0.08 1995
63 57.9 0.12 1995
63 78 0.16 1995
63 85.2 0.23 1995
63 96 0.24 1995
63 111.9 0.18 1995
63 123.6 0.15 1995
63 134.2 0.09 1995
63 139.1 0.08 1995
63 149.2 0.08 1995
63 174.9 0.02 1995
63 200 0.02 1995
64 4.8 0.08 1995
64 25.4 0.08 1995
64 44.8 0.08 1995
64 74.5 0.31 1995
64 100.8 0.14 1995
64 124.3 0.05 1995
64 150.6 0.02 1995
64 174 0.01 1995
63 5 0.08 1995
63 25 0.09 1995
63 45 0.07 1995
63 75 0.12 1995
63 100 0.19 1995
63 125 0.07 1995
63 150 0.03 1995
96 4.5 0.07 1995
96 14.6 0.07 1995
96 25.1 0.07 1995
96 33.6 0.07 1995
96 44.8 0.08 1995
96 60.9 0.11 1995
96 75.2 0.13 1995
96 84.9 0.13 1995
96 93.3 0.17 1995
96 104.5 0.18 1995
96 114.4 0.21 1995
96 124 0.21 1995
96 134.9 0.18 1995
96 149.2 0.17 1995
96 173.8 0.11 1995
96 200.3 0.06 1995
97 44.4 0.09 1995
97 74.2 0.17 1995
97 100.6 0.2 1995
97 125.8 0.22 1995
97 134.3 0.18 1995
97 145.4 0.13 1995
97 149.5 0.15 1995
96 5 0.08 1995
96 25 0.08 1995
96 45 0.09 1995
96 75 0.15 1995
96 100 0.18 1995
96 125 0.14 1995
96 150 0.08 1995
96 175 0.04 1995
127 5 0.09 1995
127 9.7 0.11 1995
127 15 0.1 1995
127 24.7 0.11 1995
127 34.3 0.1 1995
127 45 0.1 1995
127 59.5 0.15 1995
127 75.6 0.21 1995
127 84.3 0.21 1995
127 95.2 0.2 1995
127 104.8 0.22 1995
127 115 0.23 1995
127 124.3 0.17 1995
127 135.3 0.1 1995
127 149.8 0.07 1995
127 159.4 0.03 1995
127 174.7 0.02 1995
127 200.4 0.02 1995
128 4.9 0.08 1995
128 24.5 0.08 1995
128 45.2 0.09 1995
128 75 0.11 1995
128 99.4 0.17 1995
128 110 0.2 1995
128 115.2 0.19 1995
128 120.1 0.2 1995
128 125 0.24 1995
128 150.6 0.09 1995
128 175.7 0.03 1995
127 5 0.09 1995
127 25 0.08 1995
127 45 0.12 1995
127 75 0.2 1995
127 100 0.21 1995
127 125 0.13 1995
127 150 0.05 1995
127 175 0.01 1995
211 5 0.05 1995
211 14.7 0.05 1995
211 24.4 0.05 1995
211 35 0.05 1995
211 45.1 0.05 1995
211 60.1 0.08 1995
211 74.9 0.1 1995
211 85 0.11 1995
211 95.6 0.11 1995
211 104.7 0.11 1995
211 114.6 0.15 1995
211 124.5 0.17 1995
211 133.8 0.26 1995
211 149.5 0.1 1995
211 160.7 0.05 1995
211 174.3 0.02 1995
211 201 0.01 1995
212 4 0.06 1995
212 24.6 0.06 1995
212 24.6 0.06 1995
212 33.9 0.08 1995
212 44.2 0.09 1995
212 73.8 0.15 1995
212 85.2 0.19 1995
212 94.8 0.32 1995
212 103.9 0.21 1995
212 114 0.15 1995
212 124.3 0.1 1995
212 150.6 0.03 1995
212 175.1 0.01 1995
211 5 0.05 1995
211 25 0.05 1995
211 45 0.1 1995
211 75 0.17 1995
211 100 0.27 1995
211 125 0.12 1995
211 150 0.04 1995
211 175 0.07 1995
240 4.7 0.05 1995
240 14.3 0.06 1995
240 25 0.05 1995
240 44.3 0.08 1995
240 60.3 0.11 1995
240 74.4 0.15 1995
240 84.3 0.15 1995
240 94.7 0.15 1995
240 105.2 0.17 1995
240 114.8 0.19 1995
240 124.8 0.15 1995
240 135.4 0.13 1995
240 149.6 0.05 1995
240 160 0.03 1995
240 173.3 0.01 1995
241 4.7 0.06 1995
241 24.8 0.06 1995
241 44.1 0.07 1995
241 74.4 0.14 1995
241 99.3 0.22 1995
241 119.2 0.16 1995
241 150.2 0.02 1995
241 175.7 0.01 1995
241 5 0.07 1995
241 25 0.06 1995
241 45 0.07 1995
241 100 0.22 1995
241 125 0.11 1995
241 150 0.02 1995
270 4.4 0.06 1995
270 27.4 0.08 1995
270 42.5 0.12 1995
270 49 0.13 1995
270 70.2 0.19 1995
270 87.6 0.21 1995
270 110.5 0.12 1995
270 4.8 0.06 1995
270 14.7 0.08 1995
270 24.5 0.06 1995
270 44.3 0.09 1995
270 73.9 0.14 1995
270 99.5 0.21 1995
270 124.8 0.19 1995
270 173.6 0.04 1995
270 5 0.05 1995
270 14.1 0.06 1995
270 24.8 0.06 1995
270 35 0.05 1995
270 45.5 0.07 1995
270 60.4 0.09 1995
270 74.5 0.12 1995
270 85 0.14 1995
270 93.9 0.19 1995
270 104.1 0.19 1995
270 114.4 0.22 1995
270 124 0.18 1995
270 134.1 0.15 1995
270 149.1 0.1 1995
270 160.5 0.05 1995
270 174.4 0.04 1995
270 200.5 0.03 1995
270 5.2 0.06 1995
270 14.9 0.05 1995
270 24.5 0.06 1995
270 44.9 0.09 1995
270 74.7 0.18 1995
270 100.2 0.2 1995
270 125.6 0.06 1995
270 150.1 0.03 1995
270 2.5 0.06 1995
270 9.9 0.06 1995
270 19.7 0.06 1995
270 29.7 0.07 1995
270 38.8 0.07 1995
270 48.8 0.11 1995
270 59.7 0.13 1995
270 69.5 0.16 1995
270 80.1 0.19 1995
270 89.4 0.2 1995
270 123.8 0.05 1995
270 149.8 0.02 1995
270 4.3 0.06 1995
270 13.8 0.08 1995
270 24.3 0.06 1995
270 44.8 0.07 1995
270 75.8 0.05 1995
270 105 0.2 1995
270 125.6 0.17 1995
270 150.7 0.03 1995
270 4.4 0.08 1995
270 25.2 0.13 1995
270 44.3 0.08 1995
270 75.2 0.08 1995
270 99.2 0.18 1995
270 124.4 0.23 1995
270 149.2 0.13 1995
270 175.8 0.02 1995
270 4.2 0.08 1995
270 24.8 0.07 1995
270 45.2 0.09 1995
270 74 0.17 1995
270 100 0.22 1995
270 124.6 0.13 1995
270 149.4 0.02 1995
270 174.5 0.01 1995
271 4.2 0.07 1995
271 14.6 0.07 1995
271 24.7 0.08 1995
271 44.3 0.13 1995
271 75 0.22 1995
271 104.5 0.13 1995
271 124.1 0.05 1995
271 149.4 0.02 1995
271 5.2 0.06 1995
271 24.3 0.07 1995
271 43.3 0.08 1995
271 73.8 0.15 1995
271 98.8 0.22 1995
271 125.4 0.11 1995
271 150.9 0.05 1995
271 174.3 0.02 1995
271 4.9 0.06 1995
271 16 0.06 1995
271 24.8 0.06 1995
271 34.9 0.07 1995
271 44.2 0.07 1995
271 54.7 0.08 1995
271 64.5 0.09 1995
271 74.6 0.13 1995
271 94.1 0.19 1995
271 99.3 0.2 1995
271 110.7 0.15 1995
271 124.9 0.07 1995
271 149.7 0.04 1995
271 174.3 0.01 1995
270 5 0.06 1995
270 25 0.07 1995
270 45 0.12 1995
270 75 0.21 1995
270 100 0.08 1995
270 125 0.03 1995
270 150 0.04 1995
270 175 0.01 1995
299 5.1 0.07 1995
299 25 0.07 1995
299 44.7 0.08 1995
299 75.3 0.18 1995
299 99.5 0.21 1995
299 124.5 0.09 1995
299 149.3 0.04 1995
299 174.5 0.02 1995
299 4.6 0.07 1995
299 24.5 0.07 1995
299 44.8 0.09 1995
299 99.4 0.15 1995
299 124.4 0.05 1995
299 149.6 0.02 1995
299 174.7 0.01 1995
300 4.4 0.07 1995
300 24.9 0.07 1995
300 44.7 0.07 1995
300 74.8 0.12 1995
300 100.3 0.2 1995
300 123.7 0.2 1995
300 150.7 0.07 1995
300 174.8 0.04 1995
300 4.6 0.07 1995
300 13.6 0.06 1995
300 24.4 0.06 1995
300 44.3 0.06 1995
300 59.4 0.06 1995
300 75 0.08 1995
300 84.9 0.12 1995
300 104.1 0.19 1995
300 114.9 0.19 1995
300 124.8 0.21 1995
300 134.7 0.14 1995
300 158.3 0.06 1995
300 174.3 0.04 1995
300 185 0.02 1995
300 199.6 0.01 1995
300 9.9 0.07 1995
300 19.8 0.06 1995
300 39.5 0.06 1995
300 69.7 0.09 1995
300 99.8 0.18 1995
300 110 0.18 1995
300 140.1 0.12 1995
300 174.5 0.02 1995
300 4.8 0.08 1995
300 24.5 0.07 1995
300 45.2 0.13 1995
300 100.5 0.16 1995
300 124.6 0.12 1995
300 150.3 0.05 1995
300 175.7 0.03 1995
300 4.8 0.07 1995
300 25 0.07 1995
300 44.6 0.09 1995
300 74.1 0.13 1995
300 99.8 0.17 1995
300 119.9 0.19 1995
300 149.5 0.08 1995
300 169.8 0.05 1995
300 5.3 0.08 1995
300 24.8 0.08 1995
300 44.5 0.08 1995
300 74.6 0.1 1995
300 99.8 0.17 1995
300 124.9 0.29 1995
300 148.8 0.11 1995
300 175.7 0.05 1995
300 5.1 0.07 1995
300 24.6 0.08 1995
300 44.7 0.09 1995
300 75.2 0.16 1995
300 100.2 0.23 1995
300 125.5 0.11 1995
300 150.3 0.04 1995
300 173 0.02 1995
301 5.2 0.07 1995
300 25.3 0.08 1995
300 44.9 0.12 1995
300 74.8 0.18 1995
300 94.3 0.18 1995
300 125.6 0.05 1995
300 149.5 0.02 1995
300 174.6 0.01 1995
301 3.4 0.07 1995
301 25.1 0.08 1995
301 44.2 0.07 1995
301 74.5 0.15 1995
301 100 0.2 1995
301 124.5 0.17 1995
301 150.2 0.05 1995
301 174.2 0.02 1995
301 4.9 0.07 1995
301 24.5 0.07 1995
301 45 0.08 1995
301 74.6 0.09 1995
301 99.7 0.17 1995
301 125.6 0.19 1995
301 148.6 0.12 1995
301 173.7 0.04 1995
300 5 0.07 1995
300 25 0.07 1995
300 45 0.08 1995
300 75 0.09 1995
300 100 0.18 1995
300 125 0.1 1995
300 150 0.05 1995
300 175 0.03 1995
320 4.3 0.11 1995
320 25.1 0.11 1995
320 44.8 0.11 1995
320 74.5 0.17 1995
320 99.3 0.26 1995
320 124.6 0.09 1995
320 149.9 0.05 1995
320 175.7 0.01 1995
320 5.1 0.11 1995
320 25.2 0.11 1995
320 44.6 0.17 1995
320 74.5 0.19 1995
320 99.3 0.22 1995
320 124.7 0.08 1995
320 150.1 0.04 1995
320 174.1 0.01 1995
321 4.7 0.1 1995
321 25.5 0.1 1995
321 44.6 0.12 1995
321 74.3 0.21 1995
321 100.8 0.22 1995
321 124.9 0.08 1995
321 149.6 0.02 1995
321 174.5 0.01 1995
321 5 0.08 1995
321 14.1 0.09 1995
321 24 0.09 1995
321 34.5 0.1 1995
321 44.3 0.1 1995
321 60.9 0.14 1995
321 74.5 0.18 1995
321 85.5 0.17 1995
321 94.1 0.21 1995
321 104.3 0.17 1995
321 114.3 0.11 1995
321 125 0.07 1995
321 134.5 0.04 1995
321 149.9 0.02 1995
321 160.3 0.02 1995
321 175.1 0.01 1995
321 2.8 0.09 1995
321 19.4 0.1 1995
321 39.3 0.09 1995
321 59.6 0.09 1995
321 99.2 0.21 1995
321 121.2 0.14 1995
321 149.9 0.04 1995
321 174.4 0.02 1995
321 4.6 0.12 1995
321 24.3 0.11 1995
321 45.1 0.11 1995
321 74.5 0.19 1995
321 99.1 0.18 1995
321 124.1 0.07 1995
321 149.1 0.02 1995
321 175.5 0.01 1995
321 4.8 0.09 1995
321 24.5 0.1 1995
321 44 0.11 1995
321 74 0.19 1995
321 104.2 0.13 1995
321 124 0.08 1995
321 150.1 0.03 1995
321 174.7 0.01 1995
322 3.9 0.1 1995
322 25.4 0.09 1995
322 44.9 0.1 1995
322 74 0.21 1995
322 99.2 0.21 1995
322 124.3 0.08 1995
322 149.7 0.03 1995
322 175.1 0.01 1995
322 4 0.09 1995
322 23.6 0.09 1995
322 45.7 0.09 1995
322 74.3 0.19 1995
322 89.4 0.22 1995
322 100 0.2 1995
322 109.3 0.14 1995
322 124.2 0.08 1995
322 150.7 0.04 1995
322 174.2 0.01 1995
322 4.5 0.09 1995
322 23.9 0.1 1995
322 44.6 0.1 1995
322 75.7 0.18 1995
322 99.3 0.23 1995
322 125.6 0.08 1995
322 149.7 0.04 1995
321 5 0.09 1995
321 25 0.09 1995
321 45 0.1 1995
321 75 0.17 1995
321 100 0.22 1995
321 125 0.06 1995
321 150 0.02 1995
17 4.6 0.07 1996
17 14.5 0.07 1996
17 24.9 0.07 1996
17 34.8 0.07 1996
17 44.8 0.09 1996
17 59.6 0.1 1996
17 74.6 0.13 1996
17 84.3 0.17 1996
17 94.4 0.16 1996
17 104.4 0.25 1996
17 114.4 0.17 1996
17 124.8 0.08 1996
17 134.9 0.06 1996
17 149.5 0.04 1996
17 160 0.03 1996
17 174.4 0.02 1996
18 5.3 0.06 1996
18 44.2 0.05 1996
18 59.9 0.1 1996
18 73.6 0.13 1996
18 84.1 0.16 1996
18 114.6 0.13 1996
18 123.8 0.07 1996
18 134.1 0.03 1996
18 148.1 0.02 1996
18 174.3 0.01 1996
17 5 0.06 1996
17 25 0.07 1996
17 45 0.06 1996
17 75 0.12 1996
17 100 0.15 1996
17 125 0.05 1996
17 150 0.03 1996
87 4.8 0.05 1996
87 13.1 0.04 1996
87 24.4 0.05 1996
87 34 0.04 1996
87 44.3 0.06 1996
87 58.8 0.07 1996
87 72.8 0.08 1996
87 84.4 0.09 1996
87 95.2 0.09 1996
87 104.6 0.11 1996
87 114.7 0.19 1996
87 123.7 0.18 1996
87 134 0.13 1996
87 148.7 0.06 1996
87 159.1 0.04 1996
87 173 0.02 1996
87 199.6 0.01 1996
87 100.5 0.13 1996
87 150.5 0.02 1996
88 5 0.04 1996
88 24.7 0.04 1996
88 44.8 0.04 1996
88 73.6 0.07 1996
88 98.6 0.07 1996
88 115 0.14 1996
88 124.8 0.19 1996
88 149.2 0.08 1996
88 174.5 0.01 1996
87 5 0.05 1996
87 25 0.06 1996
87 45 0.05 1996
87 75 0.09 1996
87 100 0.09 1996
87 125 0.14 1996
87 150 0.03 1996
87 175 0.04 1996
115 2.2 0.04 1996
115 4.6 0.04 1996
115 14.9 0.04 1996
115 23.6 0.04 1996
115 34.3 0.04 1996
115 44.1 0.05 1996
115 59 0.06 1996
115 74.1 0.08 1996
115 84.4 0.12 1996
115 94.2 0.14 1996
115 104.1 0.21 1996
115 114.8 0.28 1996
115 123.9 0.21 1996
115 134.5 0.19 1996
115 150.5 0.12 1996
115 160.5 0.08 1996
115 174.5 0.05 1996
115 200.8 0.02 1996
116 45 0.06 1996
116 73.8 0.09 1996
116 99.3 0.12 1996
116 123.8 0.22 1996
116 150 0.09 1996
116 175.1 0.02 1996
116 4.1 0.05 1996
116 24.8 0.04 1996
116 44 0.06 1996
116 74.2 0.09 1996
116 99.4 0.12 1996
116 128.8 0.18 1996
116 149.2 0.06 1996
116 200.5 0.01 1996
115 5 0.04 1996
115 25 0.04 1996
115 45 0.04 1996
115 75 0.06 1996
115 100 0.11 1996
115 125 0.17 1996
143 5.1 0.03 1996
143 15.3 0.04 1996
143 24.6 0.04 1996
143 35.1 0.04 1996
143 44.5 0.05 1996
143 61.1 0.06 1996
143 75.1 0.09 1996
143 85 0.09 1996
143 94.3 0.1 1996
143 125 0.16 1996
143 134.8 0.11 1996
143 149 0.09 1996
143 159.4 0.07 1996
143 175.1 0.06 1996
143 202.1 0.05 1996
144 3.9 0.03 1996
144 23.7 0.04 1996
144 44.6 0.06 1996
144 74 0.09 1996
144 84.7 0.11 1996
144 93.1 0.15 1996
144 104 0.18 1996
144 114 0.16 1996
144 124.4 0.13 1996
144 149.4 0.07 1996
144 174.9 0.03 1996
143 5 0.04 1996
143 25 0.04 1996
143 45 0.05 1996
143 75 0.09 1996
143 100 0.13 1996
143 125 0.1 1996
143 150 0.07 1996
178 4 0.03 1996
178 14.7 0.03 1996
178 24.6 0.03 1996
178 35.2 0.03 1996
178 45 0.08 1996
178 59.3 0.11 1996
178 74.4 0.13 1996
178 84.5 0.2 1996
178 94.9 0.21 1996
178 104.7 0.17 1996
178 114.5 0.11 1996
178 124.1 0.1 1996
178 134 0.08 1996
178 150 0.05 1996
178 159 0.04 1996
178 174.6 0.02 1996
178 184.6 0.02 1996
178 200.9 0.01 1996
179 4.7 0.04 1996
179 25 0.03 1996
179 44.5 0.05 1996
179 74.6 0.11 1996
179 99.6 0.15 1996
179 124.7 0.11 1996
179 150.1 0.07 1996
179 174.9 0.02 1996
178 5 0.04 1996
178 25 0.05 1996
178 45 0.07 1996
178 75 0.11 1996
178 100 0.16 1996
178 125 0.14 1996
178 150 0.1 1996
209 4.5 0.05 1996
209 14.4 0.03 1996
209 24.3 0.04 1996
209 33.9 0.04 1996
209 44.6 0.07 1996
209 58.9 0.08 1996
209 74.8 0.12 1996
209 84.5 0.16 1996
209 95.1 0.24 1996
209 103.8 0.23 1996
209 113.7 0.19 1996
209 124.2 0.1 1996
209 134.2 0.07 1996
209 150.2 0.04 1996
209 159.2 0.04 1996
209 174.3 0.02 1996
209 199.9 0.01 1996
210 4.1 0.07 1996
210 23.8 0.06 1996
210 43.5 0.09 1996
210 73.5 0.13 1996
210 98.9 0.19 1996
210 124.5 0.17 1996
210 149.7 0.09 1996
210 174.2 0.04 1996
209 5 0.06 1996
209 25 0.06 1996
209 45 0.06 1996
209 75 0.1 1996
209 100 0.18 1996
209 125 0.19 1996
209 150 0.07 1996
209 175 0.03 1996
234 5.2 0.05 1996
234 14.8 0.06 1996
234 25.2 0.06 1996
234 34.6 0.05 1996
234 44.9 0.06 1996
234 59.8 0.08 1996
234 74.5 0.1 1996
234 84.6 0.12 1996
234 95 0.15 1996
234 104.4 0.18 1996
234 114.2 0.16 1996
234 125.3 0.17 1996
234 135.7 0.1 1996
234 150.4 0.04 1996
234 160 0.04 1996
234 176 0.02 1996
234 199.8 0.01 1996
235 4.5 0.08 1996
235 23.9 0.08 1996
235 43.5 0.07 1996
235 74.6 0.15 1996
235 114.8 0.19 1996
235 124.4 0.21 1996
235 133.9 0.17 1996
235 150.4 0.08 1996
235 174.4 0.05 1996
234 5 0.05 1996
234 25 0.07 1996
234 45 0.08 1996
234 75 0.12 1996
234 100 0.19 1996
234 125 0.17 1996
234 150 0.04 1996
234 175 0.03 1996
276 14.2 0.08 1996
276 24.2 0.09 1996
276 34.9 0.09 1996
276 43.6 0.1 1996
276 59.6 0.13 1996
276 73.8 0.2 1996
276 84.6 0.25 1996
276 94.5 0.26 1996
276 103.7 0.23 1996
276 115.3 0.25 1996
276 124.3 0.2 1996
276 134.8 0.15 1996
276 148.7 0.11 1996
276 159.4 0.07 1996
276 175.1 0.05 1996
276 183.8 0.04 1996
276 199.9 0.02 1996
277 4.4 0.07 1996
277 23.9 0.08 1996
277 44.9 0.09 1996
277 73.8 0.2 1996
277 98.5 0.21 1996
277 123.5 0.09 1996
277 149.6 0.04 1996
277 174.3 0.02 1996
276 5 0.08 1996
276 25 0.1 1996
276 45 0.15 1996
276 75 0.26 1996
276 125 0.07 1996
276 150 0.03 1996
304 4.3 0.07 1996
304 4.3 0.07 1996
304 14.7 0.08 1996
304 24.2 0.03 1996
304 34.9 0.07 1996
304 43.7 0.07 1996
304 59.6 0.08 1996
304 74.1 0.12 1996
304 84.4 0.2 1996
304 95.4 0.22 1996
304 104.4 0.22 1996
304 114.2 0.23 1996
304 123.8 0.13 1996
304 135.2 0.1 1996
304 149.7 0.07 1996
304 159.8 0.06 1996
304 175.2 0.03 1996
304 201.3 0.02 1996
305 4.9 0.07 1996
305 24.1 0.07 1996
305 43.7 0.07 1996
305 74.5 0.16 1996
305 100.3 0.25 1996
305 124.4 0.16 1996
305 175 0.05 1996
304 5 0.07 1996
304 25 0.07 1996
304 45 0.07 1996
304 75 0.22 1996
304 100 0.2 1996
304 125 0.09 1996
304 150 0.05 1996
304 175 0.01 1996
346 4.3 0.16 1996
346 14.6 0.16 1996
346 24.2 0.17 1996
346 35 0.15 1996
346 44.5 0.15 1996
346 59.5 0.15 1996
346 74.2 0.16 1996
346 83.9 0.18 1996
346 95.7 0.19 1996
346 105.1 0.25 1996
346 114.6 0.23 1996
346 125 0.14 1996
346 135.4 0.09 1996
346 149.4 0.05 1996
346 159.9 0.03 1996
346 174.7 0.01 1996
347 5.2 0.14 1996
347 24.8 0.13 1996
347 44.2 0.13 1996
347 74.2 0.14 1996
347 100.3 0.27 1996
347 109.9 0.24 1996
347 124.1 0.12 1996
347 149.5 0.04 1996
347 175.4 0.02 1996
346 5 0.14 1996
346 25 0.15 1996
346 45 0.14 1996
346 75 0.14 1996
346 100 0.23 1996
346 125 0.12 1996
346 150 0.06 1996
8 4.3 0.09 1997
8 14.2 0.09 1997
8 24.3 0.09 1997
8 34.4 0.1 1997
8 44.2 0.11 1997
8 59.3 0.13 1997
8 75 0.2 1997
8 84.8 0.27 1997
8 94.4 0.29 1997
8 104.5 0.14 1997
8 114.1 0.13 1997
8 124.9 0.08 1997
8 134.9 0.06 1997
8 149.9 0.04 1997
8 159.3 0.03 1997
8 175 0.02 1997
8 199.8 0.01 1997
9 5.3 0.08 1997
9 25.2 0.08 1997
9 44.4 0.07 1997
9 74.8 0.17 1997
9 99.9 0.22 1997
9 109.6 0.08 1997
9 125.1 0.07 1997
9 149.9 0.04 1997
9 176.3 0.01 1997
8 5 0.09 1997
8 25 0.07 1997
8 45 0.09 1997
8 75 0.22 1997
8 100 0.14 1997
8 125 0.09 1997
8 150 0.05 1997
8 175 0.02 1997
49 4.5 0.09 1997
49 15.2 0.09 1997
49 24.5 0.1 1997
49 33.9 0.1 1997
49 44.4 0.1 1997
49 60.1 0.11 1997
49 74.5 0.12 1997
49 84.4 0.13 1997
49 94.2 0.18 1997
49 104.7 0.28 1997
49 114.4 0.29 1997
49 124.5 0.27 1997
49 135.8 0.26 1997
49 150 0.16 1997
49 160 0.08 1997
49 174.1 0.06 1997
49 200.6 0.03 1997
50 24.5 0.09 1997
50 45.1 0.09 1997
50 74.2 0.15 1997
50 100 0.26 1997
50 115 0.27 1997
50 124.4 0.24 1997
50 134.8 0.13 1997
50 148.9 0.09 1997
50 175.5 0.07 1997
49 5 0.1 1997
49 25 0.1 1997
49 45 0.09 1997
49 75 0.12 1997
49 100 0.2 1997
49 125 0.22 1997
49 175 0.07 1997
71 4.5 0.07 1997
71 14.5 0.09 1997
71 24.8 0.1 1997
71 35.5 0.12 1997
71 44.6 0.11 1997
71 59.9 0.16 1997
71 75.2 0.18 1997
71 85.5 0.19 1997
71 95 0.18 1997
71 105 0.17 1997
71 115.4 0.22 1997
71 124.2 0.26 1997
71 134.9 0.23 1997
71 150.2 0.14 1997
71 174.6 0.05 1997
71 201.2 0.03 1997
72 24.7 0.1 1997
72 44.6 0.11 1997
72 75 0.11 1997
72 79.9 0.11 1997
72 114.4 0.26 1997
72 119 0.27 1997
72 124.3 0.18 1997
71 5 0.09 1997
71 25 0.08 1997
71 45 0.1 1997
71 75 0.17 1997
71 100 0.27 1997
71 125 0.13 1997
71 150 0.05 1997
99 5.1 0.06 1997
99 15.2 0.06 1997
99 25.4 0.07 1997
99 34.9 0.07 1997
99 44.3 0.07 1997
99 60.1 0.1 1997
99 75 0.38 1997
99 85.1 0.35 1997
99 95 0.32 1997
99 105.1 0.28 1997
99 115.1 0.2 1997
99 125 0.11 1997
99 134.8 0.08 1997
99 149.9 0.03 1997
99 159.8 0.02 1997
99 175.1 0.01 1997
100 5.4 0.07 1997
100 25.6 0.06 1997
100 46.5 0.07 1997
100 75.3 0.12 1997
100 99.2 0.42 1997
100 124.5 0.21 1997
100 150.3 0.07 1997
100 176.2 0.02 1997
99 5 0.06 1997
99 25 0.08 1997
99 45 0.09 1997
99 75 0.27 1997
99 100 0.12 1997
99 125 0.03 1997
99 150 0.01 1997
99 175 0.02 1997
127 4.2 0.07 1997
127 14.7 0.06 1997
127 25 0.07 1997
127 34.6 0.09 1997
127 45.3 0.08 1997
127 59.9 0.11 1997
127 74.6 0.1 1997
127 85 0.15 1997
127 95.1 0.18 1997
127 104.5 0.19 1997
127 115.3 0.25 1997
127 124.6 0.26 1997
127 134.4 0.21 1997
127 149.1 0.09 1997
127 174.1 0.04 1997
127 199.8 0.01 1997
128 5.8 0.06 1997
128 25.5 0.08 1997
128 45.1 0.08 1997
128 73.8 0.13 1997
128 100 0.22 1997
128 129.5 0.24 1997
128 149.4 0.11 1997
128 174.9 0.03 1997
127 5 0.07 1997
127 25 0.09 1997
127 45 0.12 1997
127 75 0.17 1997
127 100 0.26 1997
127 125 0.13 1997
127 150 0.04 1997
127 175 0.02 1997
155 5.2 0.06 1997
155 15.3 0.06 1997
155 24.7 0.06 1997
155 35.2 0.06 1997
155 45.6 0.07 1997
155 60.6 0.1 1997
155 75.4 0.11 1997
155 85.1 0.12 1997
155 94.9 0.15 1997
155 104.6 0.19 1997
155 114.6 0.23 1997
155 124.6 0.27 1997
155 134.8 0.19 1997
155 149.3 0.04 1997
155 159.4 0.02 1997
155 175 0.01 1997
155 199.9 0.01 1997
155 2.2 0.07 1997
156 4.8 0.06 1997
156 24.8 0.07 1997
156 44.9 0.07 1997
156 74.4 0.11 1997
156 100.1 0.17 1997
156 124.2 0.24 1997
156 140.4 0.15 1997
156 149.9 0.06 1997
156 175 0.01 1997
155 5 0.06 1997
155 25 0.06 1997
155 45 0.08 1997
155 75 0.1 1997
155 100 0.16 1997
155 125 0.26 1997
155 150 0.08 1997
155 175 0.01 1997
